"key" "fi" "sv"
"uusiRakennus.lammitys.lammitystapa.ilmakeskus" "Ilmakeskuslämmitys" "Luftcentralvärme"
"uusiRakennus.lammitys.lammitystapa.suora sähkö" "Suorasähkö" "Direktel"
"uusiRakennus.lammitys.lammitystapa.suorasahko" "Suora sähkölämmitys" "Direkt eluppvärmning"
"uusiRakennus.lammitys.lammitystapa.uuni" "Uunilämmitys" "Ugnsuppvärmning"
"uusiRakennus.lammitys.lammitystapa.vesikeskus" "Vesikeskuslämmitys" "Vattencentralvärme"
"uusiRakennus.lammitys.lammonlahde._group_label" "Polttoaine / lämmönlähde" "Bränsle/värmekälla"
"uusiRakennus.lammitys.lammonlahde.ei tiedossa" "Ei tiedossa" "Inte känt"
"uusiRakennus.lammitys.lammonlahde.kaasu" "Kaasu" "Gas"
"uusiRakennus.lammitys.lammonlahde.kauko tai aluelämpö" "Kauko- tai aluelämpö" "Fjärr- eller regionalvärme"
"uusiRakennus.lammitys.lammonlahde.kevyt polttoöljy" "Kevyt polttoöljy" "Lätt brännolja"
"uusiRakennus.lammitys.lammonlahde.kiviihiili koksi tms" "Kivihiili, koksi tms." "Stenkol, koks el.dyl."
"uusiRakennus.lammitys.lammonlahde.kiviihiili koksi tms." "Kivihiili, koksi tms." "Stenkol, koks el.dyl."
"uusiRakennus.lammitys.lammonlahde.maalämpö" "Maalämpö tms." "Jordvärme el.dyl."
"uusiRakennus.lammitys.lammonlahde.muu" "Muu" "Annat"
"uusiRakennus.lammitys.lammonlahde.puu" "Puu" "Ved"
"uusiRakennus.lammitys.lammonlahde.raskas polttoöljy" "Raskas polttoöljy" "Tung brännolja"
"uusiRakennus.lammitys.lammonlahde.sähkö" "Sähkö" "El"
"uusiRakennus.lammitys.lammonlahde.turve" "Turve" "Torv"
"uusiRakennus.lammitys.muu-lammonlahde" "Muu lämmönlähde" "Annan värmekälla"
"uusiRakennus.lammonlahde._group_label" "Polttoaine / lämmönlähde" "Bränsle/värmekälla"
"uusiRakennus.lammonlahde.ei tiedossa" "Ei tiedossa" "Inte känt"
"uusiRakennus.lammonlahde.kaasu" "Kaasu" "Gas"
"uusiRakennus.lammonlahde.kauko tai aluelämpö" "Kauko- tai aluelämpö" "Fjärr- eller regionalvärme"
"uusiRakennus.lammonlahde.kevyt polttoöljy" "Kevyt polttoöljy" "Lätt brännolja"
"uusiRakennus.lammonlahde.kiviihiili koksi tms" "Kivihiili, koksi tms." "Stenkol, koks el.dyl."
"uusiRakennus.lammonlahde.maalämpö" "Maalämpö tms." "Jordvärme el.dyl."
"uusiRakennus.lammonlahde.muu" "Muu" "Annat"
"uusiRakennus.lammonlahde.puu" "Puu" "Ved"
"uusiRakennus.lammonlahde.raskas polttoöljy" "Raskas polttoöljy" "Tung brännolja"
"uusiRakennus.lammonlahde.sähkö" "Sähkö" "El"
"uusiRakennus.lammonlahde.turve" "Turve" "Torv"
"uusiRakennus.luokitus._group_label" "Luokitukset" "Klassificeringar"
"uusiRakennus.luokitus.energialuokka" "Energialuokka" "Energiklass"
"uusiRakennus.luokitus.energialuokka._group_label" "Energialuokka" "Energiklass"
"uusiRakennus.luokitus.energialuokka.A" "A" "A"
"uusiRakennus.luokitus.energialuokka.B" "B" "B"
"uusiRakennus.luokitus.energialuokka.C" "C" "C"
"uusiRakennus.luokitus.energialuokka.D" "D" "D"
"uusiRakennus.luokitus.energialuokka.E" "E" "E"
"uusiRakennus.luokitus.energialuokka.F" "F" "F"
"uusiRakennus.luokitus.energialuokka.G" "G" "G"
"uusiRakennus.luokitus.energiatehokkuusluku" "Energiatehokkuusluku" "Energieffektivitetstal"
"uusiRakennus.luokitus.energiatehokkuusluvunYksikko._group_label" "Energiatehokkuusluvun yksikkö" "Energieffektivitetstalets enhet"
"brm2/vuosi" "kWh/brm2/vuosi" "kWh/brm2/år"
"m2" "kWh/m2" "kWh/m2"
"uusiRakennus.luokitus.paloluokka" "Paloluokka" "Brandklass"
"uusiRakennus.luokitus.paloluokka._group_label" "Paloluokka" "Brandklass"
"uusiRakennus.luokitus.paloluokka.lähinnä paloahidastava" "paloa hidastava" "brandhämmande"
"uusiRakennus.luokitus.paloluokka.lähinnä paloakestävä" "paloa kestävä" "brandtålig"
"uusiRakennus.luokitus.paloluokka.lähinnä paloapidättävä" "paloa pidättävä" "brandavskiljande"
"uusiRakennus.luokitus.paloluokka.P1" "P1" "P1"
"P2" "P1/P2" "P1/P2"
"P2/P3" "P1/P2/P3" "P1/P2/P3"
"P3" "P1/P3" "P1/P3"
"uusiRakennus.luokitus.paloluokka.P2" "P2" "P2"
"P3" "P2/P3" "P2/P3"
"uusiRakennus.luokitus.paloluokka.P3" "P3" "P3"
"uusiRakennus.luokitus.paloluokka.paloahidastava" "paloa hidastava" "brandhämmande"
"uusiRakennus.luokitus.paloluokka.paloapidättävä" "paloa pidättävä" "brandavskiljande"
"uusiRakennus.luokitus.paloluokka.palonkestävä" "palon kestävä" "brandtålig"
"uusiRakennus.mitat._group_label" "Rakennuksen mitat" "Byggnadens dimensioner"
"uusiRakennus.mitat.kellarinpinta-ala" "Kellarin pinta-ala" "Källarens areal"
"uusiRakennus.mitat.kerrosala" "Kerrosala" "Våningsareal"
"uusiRakennus.mitat.kerrosluku" "Kerrosluku" "Antal våningar"
"uusiRakennus.mitat.kokonaisala" "Rakennuksen kokonaisala" "Byggadens totalyta"
"uusiRakennus.mitat.tilavuus" "Rakennuksen tilavuus" "Byggnadens volym"
"uusiRakennus.muutostyolaji._group_label" "Muutostyön laji" "Typ av ombyggnadsarbete"
"uusiRakennus.muutostyolaji.muut muutostyöt" "Muut muutostyöt" "Andra ombyggnadsarbeten"
"uusiRakennus.muutostyolaji.perustusten ja kantavien rakenteiden muutos- ja korjaustyöt" "Perustusten ja kantavien rakenteiden muutos- ja korjaustyöt" "Ombyggnad och reparation av grunder och bärande konstruktioner"
"uusiRakennus.muutostyolaji.rakennukse pääasiallinen käyttötarkoitusmuutos" "Rakennuksen pääasiallinen käyttötarkoitusmuutos" "Ändring av byggnadens huvudsakliga användningsändamål"
"uusiRakennus.osoite._group_label" "Rakennuksen osoite" "Byggnadens adress"
"uusiRakennus.osoite.huoneisto" "Huoneiston numero" "Lägenhetsnummer"
"uusiRakennus.osoite.jakokirjain" "Jakokirjain" "Bokstav"
"uusiRakennus.osoite.jakokirjain2" "Toinen jakokirjain (tarvittaessa)" "Annan bokstav (vid behov)"
"uusiRakennus.osoite.kunta" "Kunta" "Kommun"
"uusiRakennus.osoite.lahiosoite" "Katu" "Gata"
"uusiRakennus.osoite.osoitenumero" "Osoitenumero" "Adressnummer"
"uusiRakennus.osoite.osoitenumero2" "Toinen osoitenumero (tarvittaessa)" "Annat adressnummer (vid behov)"
"uusiRakennus.osoite.pistesijanti" "Pistesijainti" "Punktläge"
"uusiRakennus.osoite.porras" "Porras" "Trappa"
"uusiRakennus.osoite.postinumero" "Postinumero" "Postnummer"
"uusiRakennus.osoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"uusiRakennus.poistumanAjankohta" "Poistuman ajankohta" "Tidpunkt för avförande"
"uusiRakennus.poistumanSyy._group_label" "Poistuman syy" "Orsak till avförande"
"uusiRakennus.poistumanSyy.poistaminen" "Poistaminen" "Avförande"
"uusiRakennus.poistumanSyy.purettu muusta syystä" "Purettu muusta syystä" "Riven av annan orsak"
"uusiRakennus.poistumanSyy.purettu uudisrakentamisen vuoksi" "Purettu uudisrakentamisen vuoksi" "Riven på grund av nybyggnad"
"uusiRakennus.poistumanSyy.ränsistymisen vuoksi hylätty" "Ränsistymisen vuoksi hylätty" "Övergiven på grund av förfall"
"uusiRakennus.poistumanSyy.tuhoutunut" "Tuhoutunut" "Förstörd"
"uusiRakennus.rakenne._group_label" "Rakentamistapa" "Byggnadssätt"
"uusiRakennus.rakenne.julkisivu._group_label" "Pääasiallinen julkisivumateriaali" "Huvudsakligt fasadmaterial"
"uusiRakennus.rakenne.julkisivu.betoni" "Betoni" "Betong"
"uusiRakennus.rakenne.julkisivu.ei tiedossa" "Ei tiedossa" "Inte känt"
"uusiRakennus.rakenne.julkisivu.kivi" "Kivi" "Sten"
"uusiRakennus.rakenne.julkisivu.lasi" "Lasi" "Glas"
"uusiRakennus.rakenne.julkisivu.metallilevy" "Teräs" "Stål"
"uusiRakennus.rakenne.julkisivu.muumateriaali" "Muu materiaali" "Annat material"
"uusiRakennus.rakenne.julkisivu.puu" "Puu" "Trä"
"uusiRakennus.rakenne.julkisivu.tiili" "Tiili" "Tegel"
"uusiRakennus.rakenne.kantavaRakennusaine._group_label" "Kantavien rakenteiden pääasiallinen rakennusmateriaali" "Huvudsakligt byggnadsmaterial i bärande konstruktioner"
"uusiRakennus.rakenne.kantavaRakennusaine.betoni" "Betoni" "Betong"
"uusiRakennus.rakenne.kantavaRakennusaine.ei tiedossa" "Ei tiedossa" "Inte känt"
"uusiRakennus.rakenne.kantavaRakennusaine.muurakennusaine" "Muu rakennusaine" "Annat byggnadsmaterial"
"uusiRakennus.rakenne.kantavaRakennusaine.puu" "Puu" "Trä"
"uusiRakennus.rakenne.kantavaRakennusaine.teras" "Teräs" "Stål"
"uusiRakennus.rakenne.kantavaRakennusaine.teräs" "Teräs" "Stål"
"uusiRakennus.rakenne.kantavaRakennusaine.tiili" "Tiili" "Tegel"
"uusiRakennus.rakenne.muuMateriaali" "Muu Materiaali" "Annat material"
"uusiRakennus.rakenne.muuRakennusaine" "Muu rakennusaine" "Annat byggnadsmaterial"
"uusiRakennus.rakenne.rakentamistapa._group_label" "Rakentamistapa" "Byggnadssätt"
"uusiRakennus.rakenne.rakentamistapa.ei tiedossa" "Ei tiedossa" "Inte känt"
"uusiRakennus.rakenne.rakentamistapa.elementti" "Elementtirakenteinen" "Elementbyggnad"
"uusiRakennus.rakenne.rakentamistapa.paikalla" "Paikalla tehty" "Byggd på plats"
"uusiRakennus.rakennuksenOmistajat._append_label" "+ Lisää omistaja" "+ Lägg till ägare"
"uusiRakennus.rakennuksenOmistajat._group_label" "Rakennuksen omistaja" "Ägare"
"uusiRakennus.rakennuksenOmistajat._selected.henkilo" "Henkilö" "Person"
"uusiRakennus.rakennuksenOmistajat._selected.yritys" "Yritys/yhteisö" "Företag/samfund"
"uusiRakennus.rakennuksenOmistajat.henkilo._group_label" "Henkilö" "Person"
"uusiRakennus.rakennuksenOmistajat.henkilo.henkilotiedot._group_label" "Henkilötiedot" "Personuppgifter"
"uusiRakennus.rakennuksenOmistajat.henkilo.henkilotiedot.etunimi" "Etunimi" "Förnamn"
"uusiRakennus.rakennuksenOmistajat.henkilo.henkilotiedot.hetu" "Henkilötunnus" "Personbeteckning"
"uusiRakennus.rakennuksenOmistajat.henkilo.henkilotiedot.hetu.help" "Syötä tähän kenttään henkilötunnus kokonaisuudessaan. Henkilötunnuksen kirjoittaja näkee henkilötunnuksen kokonaisuudessaan lisäämisen yhteydessä, mutta siitä eteenpäin käyttäjät näkevät Lupapisteessä tunnuksen loppuosan ****-merkkijonona." "Ange personbeteckningen i sin helhet i detta fält. När personbeteckningen matas in kan beteckningen ses i sin helhet av den som matar in den. I fortsättningen ser användarna i Lupapiste en personbeteckning där slutdelen ersatts av teckensträngen ****."
"uusiRakennus.rakennuksenOmistajat.henkilo.henkilotiedot.sukunimi" "Sukunimi" "Efternamn"
"uusiRakennus.rakennuksenOmistajat.henkilo.henkilotiedot.turvakieltoKytkin" "Henkilöllä on voimassa oleva turvakielto" "Personen har giltig Spärrmarkering"
"uusiRakennus.rakennuksenOmistajat.henkilo.osoite._group_label" "Yhteysosoite" "Kontaktadress"
"uusiRakennus.rakennuksenOmistajat.henkilo.osoite.katu" "Katuosoite" "Gatuadress"
"uusiRakennus.rakennuksenOmistajat.henkilo.osoite.postinumero" "Postinumero" "Postnummer"
"uusiRakennus.rakennuksenOmistajat.henkilo.osoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"uusiRakennus.rakennuksenOmistajat.henkilo.yhteystiedot._group_label" "Yhteystiedot" "Kontaktuppgifter"
"uusiRakennus.rakennuksenOmistajat.henkilo.yhteystiedot.email" "Sähköposti" "E-post"
"uusiRakennus.rakennuksenOmistajat.henkilo.yhteystiedot.fax" "Faksinumero" "Fax"
"uusiRakennus.rakennuksenOmistajat.henkilo.yhteystiedot.puhelin" "Puhelin" "Telefon"
"uusiRakennus.rakennuksenOmistajat.muu-omistajalaji" "Muu omistajalaji" "Annan ägartyp"
"uusiRakennus.rakennuksenOmistajat.omistajalaji._group_label" "Omistajalaji" "Ägartyp"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.asunto-oy tai asunto-osuuskunta" "Asunto-osakeyhtiö tai asunto-osuuskunta" "Bostadsaktiebolag eller bostadsandelslag"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.ei tiedossa" "ei tiedossa" "Inte känt"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.kiinteistö oy" "kiinteistö oy" "fastighets ab"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.kunnan liikelaitos" "kunnan liikelaitos" "kommunalt affärsverk"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.kunta tai kuntainliitto" "kunta tai kuntainliitto" "kommun eller kommunalförbund"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.muu yksityinen henkilö tai perikunta" "Yksityinen henkilö tai perikunta" "Privatperson eller arvingar"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.pankki tai vakuutuslaitos" "pankki tai vakuutuslaitos" "bank eller försäkringsinrättning"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.sosiaaliturvarahasto" "sosiaaliturvarahasto" "socialskyddsfond"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.uskonnollinen yhteisö, säätiö, puolue tai yhdistys" "uskonnollinen yhteisö, säätiö, puolue tai yhdistys" "religiöst samfund, stiftelse, parti eller förening"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.valtio" "valtio" "staten"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.valtio- tai kuntaenemmistöinen yritys" "valtio- tai kuntaenemmistöinen yritys" "företag med stats- och kommunmajoritet"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.valtion liikelaitos" "valtion liikelaitos" "statens affärsverk"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.yksityinen maatalousyrittäjä" "yksityinen maatalousyrittäjä" "enskild lantbruksföretagare"
"uusiRakennus.rakennuksenOmistajat.omistajalaji.yksityinen yritys (osake-, avoin- tai kommandiittiyhtiö, osuuskunta)" "yksityinen yritys (osake-, avoin- tai kommandiittiyhtiö, osuuskunta)" "privatföretag (aktie-, handels- eller kommanditbolag, andelslag)"
"uusiRakennus.rakennuksenOmistajat.yritys._group_label" "Yritys/yhteisö" "Företag/samfund"
"uusiRakennus.rakennuksenOmistajat.yritys.liikeJaYhteisoTunnus" "Y-tunnus" "FO-nummer"
"uusiRakennus.rakennuksenOmistajat.yritys.liikeJaYhteisoTunnus.help" "Yritys- ja yhteisötunnuksessa on seitsemän numeroa, väliviiva ja tarkistusmerkki. Y-tunnuksen tulee olla muotoa 1234567-8." "Företags- och organisationsnumret består av sju siffror, ett mellanstreck och en kontrollsiffra. FO-nummern bör ha formen 1234567-8."
"uusiRakennus.rakennuksenOmistajat.yritys.osoite._group_label" "Yhteysosoite" "Kontaktadress"
"uusiRakennus.rakennuksenOmistajat.yritys.osoite.katu" "Katuosoite" "Gatuadress"
"uusiRakennus.rakennuksenOmistajat.yritys.osoite.postinumero" "Postinumero" "Postnummer"
"uusiRakennus.rakennuksenOmistajat.yritys.osoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo._group_label" "Yrityksen yhteyshenkilö" "Kontaktperson i företaget"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.henkilotiedot._group_label" "Henkilötiedot" "Personuppgifter"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.henkilotiedot.etunimi" "Etunimi" "Förnamn"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.henkilotiedot.hetu" "Henkilötunnus" "Personbeteckning"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.henkilotiedot.hetu.help" "Syötä tähän kenttään henkilötunnus kokonaisuudessaan. Henkilötunnuksen kirjoittaja näkee henkilötunnuksen kokonaisuudessaan lisäämisen yhteydessä, mutta siitä eteenpäin käyttäjät näkevät Lupapisteessä tunnuksen loppuosan ****-merkkijonona." "Ange personbeteckningen i sin helhet i detta fält. När personbeteckningen matas in kan beteckningen ses i sin helhet av den som matar in den. I fortsättningen ser användarna i Lupapiste en personbeteckning där slutdelen ersatts av teckensträngen ****."
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.henkilotiedot.sukunimi" "Sukunimi" "Efternamn"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.henkilotiedot.turvakieltoKytkin" "Henkilöllä on voimassa oleva turvakielto" "Personen har giltig Spärrmarkering"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.yhteystiedot._group_label" "Yhteystiedot" "Kontaktuppgifter"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.yhteystiedot.email" "Sähköposti" "E-post"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.yhteystiedot.fax" "Faksinumero" "Fax"
"uusiRakennus.rakennuksenOmistajat.yritys.yhteyshenkilo.yhteystiedot.puhelin" "Puhelin" "Telefon"
"uusiRakennus.rakennuksenOmistajat.yritys.yritysnimi" "Nimi" "Namn"
"uusiRakennus.rinnakkaisosoite._group_label" "Rakennuksen toinen lähisoite" "Annan näradress på byggnaden"
"uusiRakennus.rinnakkaisosoite.huoneisto" "Huoneiston numero" "Lägenhetsnummer"
"uusiRakennus.rinnakkaisosoite.jakokirjain" "Jakokirjain" "Bokstav"
"uusiRakennus.rinnakkaisosoite.jakokirjain2" "Toinen jakokirjain (tarvittaessa)" "Annan bokstav (vid behov)"
"uusiRakennus.rinnakkaisosoite.kunta" "Kunta" "Kommun"
"uusiRakennus.rinnakkaisosoite.lahiosoite" "Katu" "Gata"
"uusiRakennus.rinnakkaisosoite.osoitenumero" "Osoitenumero" "Adressnummer"
"uusiRakennus.rinnakkaisosoite.osoitenumero2" "Toinen osoitenumero (tarvittaessa)" "Annat adressnummer (vid behov)"
"uusiRakennus.rinnakkaisosoite.pistesijanti" "Pistesijainti" "Punktläge"
"uusiRakennus.rinnakkaisosoite.porras" "Porras" "Trappa"
"uusiRakennus.rinnakkaisosoite.postinumero" "Postinumero" "Postnummer"
"uusiRakennus.rinnakkaisosoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"uusiRakennus.varusteet._group_label" "Varusteet" "Utrustning"
"uusiRakennus.varusteet.aurinkopaneeliKytkin" "Aurinkopaneeli" "Solpanel"
"uusiRakennus.varusteet.hissiKytkin" "Hissi" "Hiss"
"uusiRakennus.varusteet.kaasuKytkin" "Kaasu" "Gas"
"uusiRakennus.varusteet.kaasuKytkin.help" "Kaasulla tarkoitetaan myös nestekaasua, mikäli rakennus on tätä varten varustettu pysyvällä verkolla." "Med gas avses också flytgas i fall byggnaden för detta ändamål är försedd med varaktigt nät."
"uusiRakennus.varusteet.koneellinenilmastointiKytkin" "Koneellinen ilmastointi" "Maskinell ventilation"
"uusiRakennus.varusteet.lamminvesiKytkin" "Lämminvesi" "Varmvatten"
"uusiRakennus.varusteet.liitettyJatevesijarjestelmaanKytkin" "Kiinteistö on liitetty erilliseen jätevesijärjestelmään" "Fastigheten ansluts till enskild avloppsanläggning"
"uusiRakennus.varusteet.sahkoKytkin" "Sähkö" "El"
"uusiRakennus.varusteet.saunoja" "Talokohtaisia saunoja" "Bastu i varje bostad"
"uusiRakennus.varusteet.vaestonsuoja" "Väestönsuoja" "Skyddsrum för"
"uusiRakennus.varusteet.vesijohtoKytkin" "Vesijohto" "Vattenledning"
"uusiRakennus.varusteet.viemariKytkin" "Jätevesi, viemäri" "Avlopp"
"uusiRakennus.verkostoliittymat._group_label" "Liittymät verkostoihin" "Anslutningar till nät"
"uusiRakennus.verkostoliittymat.kaapeliKytkin" "Kaapeli" "Kabel"
"uusiRakennus.verkostoliittymat.maakaasuKytkin" "Maakaasu" "Naturgas"
"uusiRakennus.verkostoliittymat.sahkoKytkin" "Sähkö" "El"
"uusiRakennus.verkostoliittymat.vesijohtoKytkin" "Vesijohto" "Vattenledning"
"uusiRakennus.verkostoliittymat.viemariKytkin" "Jätevesi / Viemäri" "Avlopp"
"uusi-rakennus-ei-huoneistoa._group_label" "Uusi rakennus" "Ny byggnad"
"vaadittuLupaehtona" "Vaadittu lupaehtona" "Krävs som tillståndsvillkor"
"vesihuolto-kiinteisto._group_label" "Kiinteistö" "Fastighet"
"vesihuolto-kiinteisto.kiinteisto._group_label" "Kiinteistö" "Fastighet"
"vesihuolto-kiinteisto.kiinteisto.maapintaala" "Maapinta-ala" "Markarea"
"vesihuolto-kiinteisto.kiinteisto.rekisterointipvm" "Rekisteröintipäivä" "Registreringsdag"
"vesihuolto-kiinteisto.kiinteisto.tilanNimi" "Tilan nimi" "Gårdens namn"
"vesihuolto-kiinteisto.kiinteisto.vesipintaala" "Vesipinta-ala" "Vattenyta"
"vesihuolto-kiinteisto.kiinteistoonKuuluu._append_label" "+ Lisää rakennus" "+ Lägg till byggnad"
"vesihuolto-kiinteisto.kiinteistoonKuuluu._group_label" "Kiinteistöllä sijaitseva rakennus" "Byggnad på fastigheten"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso._group_label" "Vapautushakemuksen kohteena olevan rakennuksen varustustaso" "Utrustningsnivå för byggnaden i befrielseansökan"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.Astianpesukone" "Astianpesukone" "Diskmaskin"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.Kuivakaymala" "Kuivakäymälä" "Torrdass"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.Lamminvesivaraaja" "Lämminvesivaraaja" "Varmvattenberedare"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.Pyykinpesukone" "Pyykinpesukone" "Tvättmaskin"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.Suihku" "Suihku" "Dusch"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.Tiskiallas" "Tiskiallas" "Diskho"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.kohteenVarustelutaso.WC" "WC" "WC"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennuksenTyypi._group_label" "Rakennuksen tyyppi" "Typ av byggnad"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennuksenTyypi.Asuinrakennus" "Asuinrakennus" "Bostadshus"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennuksenTyypi.ei tiedossa" "Ei tiedossa" "Okänd"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennuksenTyypi.Eläinsuoja" "Eläinsuoja" "Djurskydd"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennuksenTyypi.Lomarakennus" "Lomarakennus" "Fritidshus"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennuksenTyypi.Saunarakennus" "Saunarakennus" "Bastubyggnad"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.rakennusvuosi" "Rakennusvuosi" "Byggnadsår"
"vesihuolto-kiinteisto.kiinteistoonKuuluu.vapautus" "Haen vapautusta tälle rakennukselle" "Jag söker befrielse för denna byggnad"
"vvvl-hulevesiviemarista._group_label" "Hulevesiviemäristä" "Från dagvattenledningen"
"vvvl-vesijohdosta._group_label" "Vesijohdosta" "Från vattenledningen och avloppsledningen"
"vvvl-vesijohdosta-ja-viemarista._group_label" "Vesijohdosta ja jätevesiviemäristä" "Från vattenledningen och avloppsledningen"
"vvvl-viemarista._group_label" "Viemäristä" "Från avloppet"
"ya-jatkoaika._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-kaivuulupa._group_label" "Työmaasta vastaava" "Ansvarig för byggplatsen"
"ya-katulupa-kaapelityot._group_label" "Työmaasta vastaava" "Ansvarig för byggplatsen"
"ya-katulupa-kaukolampotyot._group_label" "Työmaasta vastaava" "Ansvarig för byggplatsen"
"ya-katulupa-kiinteiston-johto-kaapeli-ja-putkiliitynnat._group_label" "Työmaasta vastaava" "Ansvarig för byggplatsen"
"ya-katulupa-maalampotyot._group_label" "Työmaasta vastaava" "Ansvarig för byggplatsen"
"ya-katulupa-vesi-ja-viemarityot._group_label" "Työmaasta vastaava" "Ansvarig för byggplatsen"
"ya-kayttolupa._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-esistoluvat._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-harrastustoiminnan-jarjestaminen._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-kadulta-tapahtuvat-nostot._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-kattolumien-pudotustyot._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-kiinteistojen-tyot-jotka-varaavat-yleisen-alueen-tyomaaksi._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-kioskit._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-mainokset._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-mainostus-ja-viitoitus._group_label" "Mainoslaitteiden tai opasteviittojen sijoittaminen" "Placering av reklamutrustning eller vägskyltar"
"ya-kayttolupa-messujen-ja-tapahtumien-alueiden-kaytot._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-metsastys._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-muu-kayttolupa._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-muu-liikennealuetyo._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-muut-yleisten-alueiden-tilojen-kaytot._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-muu-tyomaakaytto._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-nostotyot._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-rakennustelineet-kadulla._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-talon-julkisivutyot._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-talon-rakennustyot._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-tapahtumat._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-terassit._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-tyomaasuojat-ja-muut-rakennelmat._group_label" "Työ-/vuokra-aika" "Arbets-/hyrestid"
"ya-kayttolupa-vaihtolavat._group_label" "Lupa-aika" "Tillståndstid"
"ya-kayttolupa-vesistoluvat._group_label" "Lupa-aika" "Tillståndstid"
"ya-lohkominen._group_label" "Yleisen alueen lohkominen" "Styckningsförrättning av allmänt område"
"ya-sijoituslupa-ilmajohtojen-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-jatekatoksien-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
"ya-sijoituslupa-kaukolampoputkien-sijoittaminen._group_label" "Hankkeen kuvaus" "Beskrivning av projektet"
